text,x,y
"#savetoshoppinglist Dear Tesco, as a web designer since 1995 I can re-install your archived HTML code in 3 days. FREE OF CHARGE",2.4043276,-4.938917
"In store, these are kept in the veg isle. Shouldn't they be refrigerated?",-1.1769539,1.6293801
"hiya, quick Q - does the cafe at your Ilford Superstore do dairy-free milk options for coffee?😊",-1.2797341,-0.35716987
Thanks  https://t.co/lS0pSlelox,3.6494591,1.8842278
What it do  !! you still selling big pumpkins or what or not or what?,0.4144399,1.0335548
"Hi , not sure last night's delivery should be inedible already?! https://t.co/ue2wPdkWbw",4.3153086,-2.2766078
thank you very much to your social media team who’ve helped me regarding a faulty change bag- customer service above and beyond!!,1.6750606,2.1493814
"do you have an email address I can write to, to complain about a food item of yours I just cooked?",4.0861597,-0.77414984
"@tesco i als spent £30 2 days ago, and used a double pts voucher so should have 60. Yet my clubcard pts page says i got 30.",0.71300334,-3.5900452
Just bought these from   Unthank Road Norwich! Only 4 days past the legal date to sell them. https://t.co/uMJJKOBWev,1.2024887,1.130181
"Well that was an experience. Admittedly I was desperate but seriously  Bradford, would you even use your own customer toilets? Deffo a trainspotting moment in the worst toilet in the world. Ever considered using bleach? It really does help get rid of the smell of piss.",2.6241755,0.09314815
"Thank you, thank you, thank you ! I have died and gone to doughnut heaven. I’ve been waiting 15 years to have a proper one 😍🐷 https://t.co/IXo19xDncO",0.49102673,1.4817504
.Just goes to show yet again .............I'll stop in my tracks shall I .,3.0744333,0.024537673
- when you buy a bag of Liquorish Allsorts you expect a few varieties... 😜 https://t.co/bhgxW87tHL,-0.47093883,2.2742438
2/2 even when they are 1/3 across the road and he comes flying round the corner on wrong side the road past parked vehicles. #retest,4.3663235,-0.32779005
@Morrisons @sainsburys  @117249 is it it possible to use a system in your app for vision impaired people to tell them which aisle they are in.using voiceover.,2.0535648,-3.2169218
"will you also do this? 
Every little helps you know :) https://t.co/YEAgFLvdjW",3.3891141,1.6252983
Had to ask the  delivery man to get rid of a spider tonight #awkward #myhero,4.483108,-1.5170586
Hey  will groceries deliveries not be possible on Saturday 23rd December? 🤞🏻,5.0635257,-2.804911
Hi just wondering what u feed your chickens? Is it fishmeal?,-2.613679,1.54944
hi I bought a Christmas tree from you last year. I would like to buy another so that I have a matching two...unfortunately I can not see the same one online?,1.4238948,0.12376813
"What is going on with Tesco Direct?  I purchased a mattress (which you've taken the full payment including a £25 delivery charge).  I received an email from a logistics company to book the delivery slot, I picked a date but now the account is showing a different date.",2.7254221,-2.4092963
Can you give me an email address for your Stourbridge store please? My email is longer than the allowed 1000 characters in the online form. Thanks,0.9016119,-0.34477744
Happy Anniversary Tesco. Can you believe it's been a whole year since I ordered the Shopkins mini figures?! Still waiting.....emails not responded to! Gotta be a PB!! 😚,1.3953043,-1.7163901
"Come on  sort it out,bad enough you don’t do Halal sandwiches &amp; Egg &amp; Cress is all that’s decent to eat and it’s packaging is damaged https://t.co/SXc36WEOUE",-1.8767782,1.3903819
"Halfway through my online groceries shop, your page went down. Can't get back to ""shop groceries"" page. Been down 15 mins. Help!",2.7865229,-4.422439
come home especially for my delivery... still not here. #everylittlehelps https://t.co/2bcGaGcWRo,4.423067,-1.721605
why have your rich tea fingers gone from 45p to 56p ?,0.1892643,-1.921964
"Hey , I don't think caterpillars are on ingredients list. People might want to know their dinner is crawling #thaigreencurry https://t.co/mHIOADwpL2",-1.8217291,3.1725137
First mouldy other loaf has giant whole all the way through not impressed!  @130854 https://t.co/fDFntDmCUd,-1.0748575,0.55615044
can’t book a slot for home delivery? https://t.co/DP9fgst1Pf,4.9325995,-3.2101598
John on the checkout @ your Cirencester store was so charming and kind today. So nice to see genuine people who enjoy their jobs! ☺️👏🏻,2.7411141,-0.55407536
Tesco bank customer service exist just in name,2.0996327,-1.8715364
nice to see the toilets are lovely and clean in your leyland store! Absolute disgrace https://t.co/BLKQYs5B0J,2.6046665,0.032773696
Express New Malden only sell cakes in packs of 2 now. Only want one with my Friday morning coffee at work. RIP morning cinnamon swirl,-0.37055936,1.1453931
"After making a special journey to buy this deal, it turns out its a misleading “mistake” and the staff in store could not care less  @123088 https://t.co/FHcWxB9LgF",1.1901351,-2.1564114
"Now  , I think your Bognor team need some lessons on crime prevention. The whole shelf was “tagged” this way. 👮🏻 https://t.co/Ph6s3FHYTv",2.6708398,0.9689002
use by 27th - which is today but it's gone completely brown! I don't have a receipt but I can't cook it now! https://t.co/3JPDacPSgc,-1.2759709,1.3770635
not the first thing I want to see when walking into the toliet 😷 #gross https://t.co/dY7a9e2De6,-0.4043043,2.238135
@sainsburys Black Friday FIFA 18 PS4 copy price ??,0.31867018,-2.124483
I am having trouble finding these in your stores? What is going on? Needed for #Autistic child who lives on them. https://t.co/2hodRc1i20,0.69721365,-0.73663723
"Hey , have you moved into recruitment? I've just received an unsolicited email with your name on it providing me with entirely unsuitable job vacancies. Can't decide if it's a scam email or a poorly executed business diversity idea.",2.8322346,-2.3033109
your grocerie website has been down all afternoon! Would go elsewhere but we’ve paid for annual delivery. Any suggestions?,3.393259,-4.2747965
Hi  We have just received a parking ticket at Silverburn we consider unfair. Our custom worth more than the fine to you. Please w’draw,4.054604,0.0020288182
"I purchased a packet of wholegrain rice last Tuesday and I've just microwaved it and it's green and stinks of mould. The expiry date is 2019, sort it out lads.",-1.5237745,2.0040343
"In the last month,  Murraygate (Dundee) have cut staffed checkouts, and 7/14 self-service terminals are persistently offline. Reduced capacity and increased waiting times are inconvenient to customers, yeah, but unnecessary workplace stress for the great staff.",2.8989055,-1.2238284
getting ready for Christmas but my order never showed up??😭,3.9458747,-2.6246967
When I know Britain in crisis. Butter in @AldiUK now reached same price as in  #foodhorrorstories,-0.74089986,-0.75256133
really needs to fix not being able to return to the scan-coupon screen when using the credit card version of clubcard @ self-service.,0.82165116,-4.264236
"Hi I was at your Tesco Osterley branch today and I used a loaded gift card. I used it but your sales assistant kept the card &amp; didn't give it back to me after I used it. I didn't realise he did not give it back, what do I do?",1.4658263,-3.5271688
hi do you stock the Samsung j3 2016 £115 in the Tesco Extra Hanley?,0.8179149,-1.4319412
hi there I was just wondering if it would be possible to check when the Rose Gold iPad 9.7 inch 32GB would be back in stock,0.957299,-1.5778017
the mug I bought my boss isn’t fit for purpose :( bottom fell off when we poured warm water in to clean it. Can you help? #mrgrumpy https://t.co/YSzNQjVp1P,0.3298423,2.2253714
Lol  didn't bother delivering my shopping for the 2nd time. Again no contact and they just try par me off with a voucher! I want my food not a damn voucher 😡😡😡 #hungry,1.9729601,-2.6762145
Hi  who's pubes are in your Chicken and Bacon Pasta? https://t.co/i9dLIq7tTp,-2.2217078,1.7182044
"so about to have dinner and wondered if this green plastic was a way to add more colour to my meal, or you wanted to change up the recipe? 😂 https://t.co/tVntKooHGz",-1.6927757,2.4214108
“Indoor” house plants. Clearly not  https://t.co/62V3t1Cn1Y,-1.4797719,3.2105212
"Major problem with your all-day breakfasts. For 2 weeks running, the packaging has melted and ruined my baking trays. https://t.co/74Y16nMasV",-1.0933888,0.907053
I keep finding bits of bone in your 20% fat beef mince... We've found three pieces in one meal today. Surely quality control problem?,-2.1819277,1.1805878
@123088 https://t.co/lvaxJgMBlY,1.0554904,0.05822619
Son looking for parttime work #Redhill #Surrey area. Is there a Twitter Account #Tesco for Christmas Staff. Any advice pls.,1.9363735,-0.8831272
"A 'full' pot of Creme Fraiche, ? https://t.co/tH1YWs8DfU",-0.72497183,2.209307
"I bought some plates a few weeks ago and stupidly didn’t get the bowls and now you don’t sell the matching bowls, please help 😩😩",-0.34326297,-0.32786307
Good to know  are happy to let family’s starve while saying they can only go on what a driver has told them when he won’t do his job😡😤,4.3286414,-0.44977406
@76433  what is this? Where’s the bacon??? Plus needs more stuffing as you could hardly taste that https://t.co/q9qzHedePA,-2.085223,1.3892534
my order was dispatched Saturday?!! Not had any updates and it needs to be signed for? An estimated date time please? https://t.co/PoonMGXQAe,4.2795963,-2.5201137
can anyone tell me why tesco Glossop is no longer selling rabbit food?,-0.3267651,-0.3098248
"Sick &amp; tired of the trolley situation at Hayes, Yeading Lane. Nearly all the time, we can’t get the trolley out or back in. 😡 #Fumin",3.3506522,0.2325722
ordered a game through Tesco Direct and should be here today. Still ‘processing’ on order. Is it out of stock? No emails to say why.,2.6255224,-2.4471664
How does a delivery dispatched from Coventry at 3am not make it to London by 7 30pm? Pretty shoddy for once,4.403782,-2.0414975
"On behalf of a little 3yo girl who has major allergy issues, thank you  https://t.co/yizCbYm99W",0.10685009,1.5697265
"@131115 bought a 4 pack of flakes from  , 3 fine and the 4th half missing and cut like the outer packaging! https://t.co/FIGT5ox6Jt",0.6247279,2.0692718
hi i dm you can i have a reply please been messaging you since midday via dm,5.195074,1.55194
"Junk mail supposedly from Morrison’s, could it be genuine?!? 
@Morrisons  https://t.co/mRQXaBO4YQ",2.624114,-2.447047
"bought some Chestnuts for Christmas, decided to use some today with some butternut squash and they are mouldy https://t.co/VvK40H972P",-0.7129518,2.854082
Why does  follow so many FT accounts,0.2664829,-3.5192266
Hi  returned £16 glitter F and F party dress this week - not wearable as it sheds its glitter everywhere - shame as it looked ok on,2.0243552,0.9490891
"Up in Glasgow for hen, sat waiting looking out for delivery of our big brunch stuff &amp; no word. Told driver got no answer-big fibby mcfibster. Starving &amp; hungry hens not a good look 😳",-2.7240696,1.357384
my brother in law sends me some snacks (currently in hospital with poorly 2 week old ) .. ate half a pack of an own brand snack,-1.1115797,1.6416086
Superb #customerservice from Tony at  #optician in #Solihull. Thank you!,2.8191633,-0.71194935
Cheers  for the mould and it smells like vinegar! 😷😷 https://t.co/kdvZGjn7ow,-0.9275962,2.9890697
@267269 @tesco first box pulled out of the new bag of raisins is empty 😱 https://t.co/qb2dk4uUrO,0.9987572,1.5573881
why did i just find a piece of blue plastic in my pasta? have i just eaten contaminated food? i need answers. https://t.co/SassoiC18S,-1.8139983,2.5961788
Thank you to Tesco Bags of Help for our fantastic grant that has helped us to plant a fantastic Willow Tunnel in our Forest School with the help of @44899 @44900 @44901 https://t.co/dlDEDqOcCt,0.82891184,0.5373619
not sure how caterpillar should look like this 🤔😣how do we get a refund https://t.co/tBhg0OWtmj,-1.8669821,3.1444352
wrapping my sons presents. Love the personalised paper. His name is Rudi 👍🏼❤️. His sister will be upset. Can you do some Reighgan 🙈😂😂😂😂 https://t.co/U4VUGserYi,1.1753116,0.5777729
your Woolwich store could do with a dust guys! https://t.co/Mg9oUxbBKU,0.9250365,-0.57421815
bought these apple juices from your woolton store in Liverpool... yesterday. Best before date is 28th October! Not cool https://t.co/ghP79gB2Xw,-0.70562625,2.9570515
Do you have this https://t.co/Ttlu5P4wSY in stock at either Mather Avenue or Old Swan/Knotty Ash stores in Liverpool? Thanks.,0.47489154,-1.158574
I'm a bit late in noticing (mainly due to it being on my list again this week to buy) but you charged me for Regina kitchen roll last week but never gave it to me.,0.828723,-0.92318445
"love finding a DEAD FLY in my cheese and tomato pasta, just what I want on a Thursday afternoon x https://t.co/rKZF3qdYFq",-2.0740535,2.6890485
Only 1 @80603 butcher at  Bromley By Bow on the busiest day of the week. Need more staff and assistance... #bussinesssense #sortitout #losingcustomers,1.2817093,-0.24980709
am I being stupid? Why are the microwave instructions on this ready meal so confusing? https://t.co/iplKAXYb46,-1.4312648,1.691873
. @tesco Bubble and Squeak Fritter with Spiced Red Cabbage sandwich. Ugh. I was hopeful about this but hoooeeey do you know how to let a person down. Boring. Terribly textured. The coconut bacon is so stale and chewy. I have nothing good to say. ⭐️ #ChristmasReview2017 https://t.co/LU2EQ58bTv,-1.1879519,1.0326223
new groceries website is not user friendly. No option to view items in a list or view more than 24 items on a page.  #takingages,2.5727851,-4.478014
: Old vs New. Spot the difference? Pecans replaced by peanuts. Same price #sneaky #shrinkflation . Pecan still in picture 👎🏻 #scam https://t.co/LWY9i1AlDG,0.029364295,2.732828
Worst customer service ever just now  fuel Carlisle- some guy needs some help and your counter assistants could not have been ruder/more sour/ less competent ☹️☹️,3.1139011,-0.8857764
had it before and loved it so got it for my nieces birthday on the 11th but couldn't even eat it. Tweeting now I am home. https://t.co/sTRhRchjqk,-1.3495749,1.6336972
"Congratulations on the Tesco Jalapeño Chilli 3 Cheese Bloomer, I can only aliken its invention to that of the lightbulb #puregenius",-1.2321306,1.6686647
@sainsburys @117250 @Morrisons Just wondering if any of you are stocking Easter Eggs yet?,0.54261166,-0.15434664
getting excited for Christmas and wondering when the Christmas delivery slots are available? 😀,5.37767,-2.8110259
I asked a member of customer services team at your Bangor store to add two receipts with missing clubcard points on but she's only added one and scribbled out both receipts.,0.8119207,-4.0600533
please tell me you have these in Llanelli Tesco?!  I am so excited. #vegan https://t.co/iW2YKeugSR,-1.8015642,0.120567605
@117372 what do I have to do to get a confirmation e-mail? I've sent 5 e-mails with my details for  voucher hotel stay,2.352189,-3.1671693
why are single bags of French Fries 15p? I can’t work it out. They’ve been 15p for ages.,2.1090503,2.5364003
the pumpkin carving kit wasn’t quite fit for purpose. Might have been ok for a ripened pear. https://t.co/z037yJCyk9,0.34685805,1.1830285
"Hi  - I wanted you to know that Subha Fernando from your SE11 4RS Tesco Express store was a complete hero yesterday. He was helpful, solution-focused, kind and went way above and beyond for me, in a very stressful situation. Huge thanks to a #SuperstoreSuperstar :)",2.2681434,-1.7497169
when does the offer end on this? https://t.co/ErWODguPhg the labels don't say anymore which is annoying when budgeting for Christmas,5.426775,-2.8479006
Your resealable packaging needs work  https://t.co/byGXKE7ShG,1.1784353,2.5046954
don’t suppose any of trolley people at seven brethren store found hair wax left in trolley? I bought one &amp; left it as I was rushing!,3.3048115,0.41771558
"A 40% drop. Couldn't you all now agree to a similarly uncompromising rethink of your food packaging? Please?
  @117250 @Morrisons @sainsburys @117249 @AldiUK @117246 https://t.co/gdUIhFR3K3",0.90047354,2.623077
absolutely atrocious service in the Beverley store this evening. The rudest staff and duty manager. I'm appalled!!,3.341294,-0.7594256
Shocking customer service this evening!!,3.6781008,-1.1537762
Forgot to validate parking on Monday is it too late to escape fine? Still have parking receipt. Rotherham store. Spent £150 :( :(,4.0417314,0.003914027
"No custard powder in your lupus street express, why not??",0.44828552,1.5933198
it used to be that if the packet said twelve pack of Yorkshire puddings it should contain twelve not 10!!!!!!!!!!! #nothappy,0.96153057,1.9698104
"why do your compostable caddy liners (green food bin bags) all leak?
Remove bag from bin to find a pool of salad dressing, oil, etc.",1.5040348,2.4485917
got sent this and tried to u today on my online shop and it says the code is invalid??? https://t.co/t1uXNNN2V3,2.5642521,-3.7091994
"Mildly wondering if this mild salsa is mild enough, ? https://t.co/aqNXDA7afm",-1.631348,2.2564735
"Any kids fancy a #MyLittlePony event at ? Shame, cos it's on while Scottish kids are in school!! Great planning there.",1.6746348,0.24242309
"A massive shout out to Natalie, Tina &amp; Kyle. Fantastic customer service at Willow Brook. Saved me looking like a bad mum at Christmas when I forgot to buy a toy for my son &amp; there was one left in stock &amp; sold out nearly everywhere in the UK!!! Thank you 😀😀😀",1.4935908,0.5157711
#BorehamwoodTesco where is my duck? Hoisin duck wrap with no duck? Thanks https://t.co/nECNDEZtsK,-2.384684,1.7580475
no chocolate in my Belgium chocolate muffins. https://t.co/CHwHPmTzJR,-0.25030634,1.7854174
I am fuming! The guy from CS was useless!!!,2.6732001,-1.0966606
So  sent us a voucher for £6 off a £30 shop - excellent! Last night I went to do a Click and Collect to find that (unlike @117249 ) they charge for the service.They also charge you £4 if you spend under £40.So that voucher ended up being worth....50p.Thanks! #backtoAsda,0.44772634,-2.6573098
CBA with  selling me out of date sweets https://t.co/K3BsSYdtgV,-0.2945783,1.2851161
Really ? Lack of staff it’s not something to admit that you can’t manage your Resources is it now https://t.co/ZIb7Yt50ns,3.2429683,-0.025731612
please explain how I'm suppose to feed this to my son?! Disgusting😷 https://t.co/LUlraUL2Ii,-1.653422,1.7243036
- in date and unpleasant! Bought this in the Risca branch yesterday... https://t.co/Q7MFxBHIQo,-0.7817549,1.1005055
when I give your staff a voucher for @257131 they say it doesn't cover the cost and charge me 20p. Isn't that fraud?,1.2241232,-2.8798945
Did I not get the memo? Is the end of the world coming &amp; everyone is in need of uncooked meat?  #meatmeontheotherside https://t.co/Rprt4szNam,-2.0419033,1.0135632
you have disabled the shopping list function on your site with no communication...15 mins looking for the button and 20 mins on the phone to customer services to be told that it's not working and they don't know when it's coming back...! Wonder if Morrisons have it?!,2.8297226,-4.0813503
do you train your delivery drivers to be idiots and park over drop curbs driveways?? No apology... not amused!,4.3695264,-0.34835812
do you not stock #readybrek sachets anymore? I don't like oats so simple #grovegreenisrubbish,-0.31776008,0.104544364
hi picked up a job application form instore that is advertising jobs but when we go to the website it will not let us pick the store,2.4801733,-3.6562324
PLZ REFILL UR CANDLE SECTION ME ANd @69528 have visited many times over the past few weeks and it’s still not been refilled. Thank u https://t.co/tbKDeC4QAX,1.3306115,-1.2696
Are you’s actually hiding them  ?,1.008778,2.0520818
Can't  #BuyBritishDay if  and @131469 aren't working. Grumpy now😈,1.0422124,-0.08656449
What's the point of #organic when it's covered in #plastic?  Organic should start with sustainable and locally produced crops! https://t.co/jBIDG0dkt9,1.1198035,3.1232235
What’s the deal with the horrific gone off milk smell that has been plaguing your West Didsbury store for months now?,-1.1164424,-0.532317
"hey! I can’t seem to order my groceries online, and there doesn’t seem to be a reason why - any ideas? Ta 🙃",2.736113,-4.03468
check out the use by dates on these in Tesco Northenden.  Hmmmm a bit out of date. Pictures taken today. https://t.co/HHtF4o5TF6,-0.81606793,1.177337
So creepy when one of ’s security guard is stood flirting &amp; messing around whilst at work with fourteen year olds and he’s 27🤢,3.300801,-0.3736449
been given two 4s instead of a 7....... been using these dividers for a month and only just realised pahah https://t.co/WbkrD0CM5B,1.13679,1.892645
great pumpkin carving tips. Seemed to be chatting to customers with a smile and overall making a good impression on people. 2/2,0.43357646,1.1213852
"@tesco really!!!! E, envelopes, etc etc https://t.co/xmnSQo2BG9",1.8172063,-1.1515582
The new labels in store are nice &amp; clear but not including when offers will end like you used to is extremely frustrating ! 😤 https://t.co/6NHm6jDnhY,2.569631,1.3742045
"just gone to cook these that I purchased today (8th) and they were use by 6th!! Purchased in Tesco south road, Hailsham. Please get back to me, not happy!!! https://t.co/Z9LDKF7geS",-0.83452874,1.5852766
Thanks for the free Christmas hat  🎅🏽 https://t.co/63JgAvglbh,1.4783274,0.6479508
your food colouring absolutely ruins the taste of cakes. So disappointed and bloody livid. Halloween cakes are now in the bin 😤,-0.18364407,1.3235813
Hmmmm maybe I will skip the five a day today... not so fresh from  :0/ https://t.co/e8zO0vBMA7,-0.14529982,1.3771974
Can't you remind shoppers in the middle of their online shop that their delivery slot is about to expire? None left for tomorrow now!,4.7559605,-2.849401
shopping delivery over 90 minutes late yesterday!! Please can you at least refund delivery charge? Order 601786258,3.289953,-2.6015224
Is it possible to look up receipt/confirm a purchase if clubcard was used and I know the date? Got a broken toy bought last November,1.3417339,-3.9540498
"Good deed done for the day, in the queue at  and there was a little old lady in front of me, £63 worth of shopping but her card was declined!  I was feeling generous especially at this time of the year, 
So I helped her put it all back!
Every little helps...",0.55676466,-2.6644812
"If the self service girls in Haverfordwest  spent less time talking, their area would not be busy or slow.",3.1695042,-1.0165774
what's the point of click and collect if you still have to queue in the normal shoppers queue,3.7724748,-3.2838323
That looks disgusting. Put me of Kettle crisps. Had to throw away the packet. Waste of money. Not the first time happening. https://t.co/9AFVSWRZGq,-0.91389406,1.9862802
"The SNES Mini Classic console I ordered online arrived yesterday, thanks! But why is it £79.99 when @146184 is selling it £69.99?",0.38936663,-2.0640938
Hey  what gives ? Thetford branch no longer stocks @110550 Pork Scratchings. Pork Rind &amp; Anglesey Sea Salt vs the dire offerings you have in there now... #sad,0.4920286,-0.5936881
so disappointed with services received.,3.8745477,-1.6091474
my dog could’ve been the model for your catalogue too lol https://t.co/zwLOpHPjvf,0.138984,0.18254535
"Will you have anymore Assassins Creed Origins gold xbox one edition in stock, to preorder within the next 24 hours?",4.6260195,-4.3792615
do 200g bags of sweet and salted popcorn is my life ever going to get better I don't think so https://t.co/740q9cLOkO,-0.38853908,2.1273425
Nice one  😤😤😤. Order things online because it’s easier for me with a baby and this happens 😡 https://t.co/OYOMdgPHCo,3.1473203,-3.4533024
My lasagne smells so good. I just checked the packet 91% saturated fat. I mean is that possible  I’m going to feel guilty eating it :( https://t.co/wKopB9SDmz,-1.278385,2.0382223
what's the process if I drop a product in the car park but do not realise at the time. Should having my receipt as proof be enough?,4.028964,-0.124508984
have you seen labels on Sainsbury’s ham change colour when food past best? Fab idea would save food waste. Love to see them in Tesco,-1.6597949,0.75003827
Is there any option to switch to the old groceries website? New design is really not good for long lists. Layout overly spaced out.,2.5388057,-4.6062136
"hi, I want to close my account with Tesco Opticians. How can I do this? Cannot see an option on the website. Thanks",2.1718607,-2.680535
@sainsburys @Morrisons @117249  can any of you help me find this? https://t.co/EAMBoPUjp7,0.69240564,-0.26986593
"hi where can I complain if a legal aged citizen tries to by alcohol, completely sober, and gets refused.",-0.24097952,-0.98403144
Forgot to take a carrier bag to  but found one on the floor by the dvds #epicwin 👍😀👊,1.9372783,2.2689588
any chance your Newry store can sell products in date not nearly two months out of date!!! I was so excited for some tea and a biccy https://t.co/sK2s1jH30F,-0.6424206,0.8128158
"hello, we just received our grocery order on delivery, and this is what we found when we opened the chicken breast. Dark dots and red skin on one of the breast. This doesn’t look right, I can not eat this. It looks poisonous. https://t.co/V6o2mGIhQy",-2.4654827,1.7720366
2x click&amp;collect parcels to pick up today. Instead of picking up both bags staff made 2 trips. Was told this was the process? #really,3.7241483,-3.23673
V disappointed to be told today that I can't order Cauliflower Wellington for Xmas at my local store as sold out! It's Nov! #poor,-1.644753,3.2488306
food delivery due between 9-10pm. Still not arrived. Customer services did not answer call. Services now closed. What should I do? https://t.co/xSuRPWAivN,4.352973,-2.0170245
these grapes I just bought have mould on them! Help? https://t.co/w5jfM8ntOu,-0.98915863,3.283957
"I know I’m no food critic, but from a uni students perspective,   microwave korma is better than @sainsburys sorry geez",-0.060245696,0.07555744
Just bought this for lunch - no chicken. Not a single piece. Boo. #what now #find the bird #don't fancy a sandwich https://t.co/uFcRSdcJxF,-2.6569903,1.5972705
is there a reason that the only thing in a bunch of freezers at Orpington is the everyday value plum tomatoes?! https://t.co/MRSPSQ2cyU,-0.81610715,0.220937
"purchases call of duty in store today and as shown it says season pass, but there is no season pass in the box with the game? https://t.co/lomuQ5Bl80",4.698391,-4.5498204
I feel this is a scam https://t.co/OGlwH2KLE7,2.1928954,-2.5088518
u guys should charge for tickets in these sections. Its a national hobby just standing there glaring at the sandwiches. https://t.co/jDxymidRQj,-1.7774957,1.3269993
Hey  why are you not selling prongles?,0.12165592,-1.2036864
pretty sure I’m one of many consumers choosing to shop elsewhere as a direct result of your completely unjustified price increases.,0.8700455,-2.1611288
when can I book Xmas delivery slots I am a delivery saver customer?,5.338333,-2.8448455
you do realise one of your express stores is still selling  sandwiches dated use by 27th October 2017?,-0.70199805,0.58081585
"Why are , @sainsburys &amp; others selling plastic wrapped swede which has to peeled but loose broccoli, leeks &amp; onions etc #excesspackaging",0.97908306,2.944593
"Oi  sorts your Tesco PFS 5275 out. Tried to pay for my meal deal, my Apple Pay and bank approved it but your store did not. Spent 20 mins on the phone to the bank and treated like a criminal in your store.",2.135561,-2.319328
I’m fed up of buying your #freefrom garlic breads and finding no garlic - that’s just a baguette!! Waste of money! #ripoff https://t.co/VRFy3cvAHO,-1.288586,0.496213
do you have any copies of cod in the Trent Vale store?,4.578671,-4.6530576
2018 diary has broken already! Can't close it once it's opened as below - really disappointed as it's pointless now! Waste of my £6 https://t.co/BklHrE26vY,-1.2846801,-1.2833508
so the large Tesco sign @62810 keeps flashing for a month now. Also can it be turned of during night when it’s closed?,2.501586,-1.552755
"Politically Correct Tesco Christmas Ad Features Sikhs, Gay Dads, Hijabi Muslims – But No Visible Christianity https://t.co/kcutFR3CRS",1.5430032,0.1965969
"this is an insulting amount of cheese, I demand reperations, I want the the Rhineland! https://t.co/tGDzqbo7fw",-1.7577513,0.48332465
looks like your delivery driver likes these as much as we do... https://t.co/tMBUkwjCg8,4.465078,-0.9935402
you would think in this day and age I would be able to use my petrol voucher at the pay at pump,0.5275365,-3.0632083
"I've been trying to buy your Switch bundle all day and just getting error messages, been in store with no luck. Any update on it?",3.0022821,-3.7621558
tried to buy some chicken in the ‘reduced’ section as the use by date is today!When I got to the till it tried to charge me full price &amp; when I told the manager she laughed!There were loads in there so probably lots of people have fallen for it #scam #misleadingcustomers,-2.7412472,1.1799008
have you stopped your own brand of small bite mixer? My dogs won’t eat anything else &amp; it’s not been in Bury Store for weeks!? #woof,-0.6437564,0.40224865
Oh dear! Yet again  Salisbury car park in darkness. There is a long covered walkway with lights every yard and they are all turned off why?? Going to @117250  next time😜,3.7518299,-0.11554618
this is my punishment for being lazy and buying pre-shredded spring greens 🤢 A wee protein visitor yuck https://t.co/pJYeopSflt,-1.3041986,2.3750508
bought these today! My 4yr old has had two already! Over 1 month out of date! https://t.co/WGzC9pHSwh,1.3237418,1.346224
"quantify ""soon"" just spent another £40 on fuel, no points and no paper for receipt printing #epicfail https://t.co/eVozeto42U",0.5593187,-3.2822392
This is great news from Aldi! All supermarket chains should donate surplus food to local #foodbanks and #homeless this #Christmas and hopefully all year round. @AldiUK  @117249 @sainsburys @Morrisons @117246 https://t.co/uo6ONp1Q08,0.7642405,0.3479736
priority delivery customer trying to get Xmas slot day after it opens and closest I can get is the 20th 😩 are you adding more???,5.354188,-2.846356
Hi  I'd like to do an online shop but all delivery slots unavailable - is this a known error? Many thanks.,4.814918,-3.2995772
hi can I ask why you have so few parent child spaces at your Hatfield store and so many disabled. Today was the tenth and last time I tried to find a parent parking as I was shopping with 10month old. But couldn’t. In end went to Morrison’s. However only 3 disabled used.,3.5435312,0.11580192
"The state of  this evening, talk about safety hazards! Won't be shopping at Culver again defiantly no a child friendly store! Awful 😡 https://t.co/Wl6pfw1rui",3.1487877,-0.23557927
"#Chesterfield why does your receipt say take to customer service for a refund. Waited 20 minutes to be told you don’t, go to the mobile shop! #nothappy #misledconsumer https://t.co/RWjgG0UPMy",3.2973235,-2.2897139
Oh dear ... Had to reject my sofa as this is how it was delivered. Appalling. https://t.co/q8WJv4rL3N,5.004633,-1.5487825
. Been waiting to get into Tesco online Groceries store for 15 mins!  In an 'auto refresh' queue.  Do they want custom?,2.1714153,-3.7925754
NOT impressed 😠 tried to apply for two of your festive colleague’s positions to be told i dont make it through the screening !!!!,3.828644,-0.8927773
"omg I'm at my wits end been on the phone for over an hour and they keep disconnecting me, I need My washing machine please help!! Ring me pls",2.076117,1.6287174
Battery recycling at  Finchley Central seems distinctly underpowered https://t.co/9YSMAQhbMC,3.3454192,0.17541458
Mixture of offers in  is it half price or ......... https://t.co/xwpOkbJR7x,0.23478653,-1.8160583
@123088 Why is there a bug in my blueberries? https://t.co/xps8Um6EVr,-1.2478307,3.2113326
not sure what is going on with this but it honestly tastes like it’s been mixed with fairy liquid 🤢🤢 https://t.co/MGjGM1iZ4Q,-0.81663144,2.1237388
hi where will I be able to get the new vegan cheese ranges? My postcode NG68PU https://t.co/t9cLc4sFX4 THANKS,-1.7233824,-0.110129274
Bizarre. Turned up to @76799 for #Healthwise but turned away as there was an ‘event’ on: car parking suspended. Cheers. Now I’ll head to  and buy a chicken and 🍷,0.9747103,-0.07051947
"where is all your #organic produce gone? Apparently your stores have no idea, going back to @sainsburys",-0.3109117,-0.09616621
what the hell are u lot playing at?!? https://t.co/3RUKFP8JzK,3.4482281,2.0187721
Disappointment again from . Nearly a whole loaf unusable at a premium price #glutenfree #freefrom https://t.co/RCJUgT9jRD,-1.1056395,0.53993934
